
timestamp	power	temperature	cloud_cover	humidity	wind_speed
05/01/24 19:00	1.507736712	13.93255537	60.30204106	69.78193703	2.10986081
05/01/24 20:00	0	17.80290636	57.08769443	63.57880943	2.155373983
05/01/24 21:00	0	14.51237829	41.48976308	60.59204571	4.359463718
05/01/24 22:00	5.714114073	17.3482149	26.81345553	57.44341333	1.098552689
05/01/24 23:00	3.759665163	19.29422198	60.29439174	86.47645721	1.52054291
06/01/24 0:00	3.955159735	20.28099187	51.21846205	81.53097039	4.999580427
06/01/24 1:00	0	20.67139571	66.3391035	88.25134553	1.89272331
06/01/24 2:00	7.013971555	22.29187775	51.20981007	46.21486117	4.263730539
06/01/24 3:00	0	23.04253297	71.13089002	76.54337376	2.190913905
06/01/24 4:00	2.934285469	23.74076226	53.11441033	86.91702284	1.497206964
06/01/24 5:00	10.95227813	25.67923123	53.65627829	49.06165331	2.215860955
06/01/24 6:00	0	25.35701549	72.59921616	43.32481337	4.611334659
06/01/24 7:00	23.05041586	24.13671954	44.20897197	77.05603246	5.278482341
06/01/24 8:00	50.49825683	25.22972689	28.04091371	68.72365566	5.151099323
06/01/24 9:00	68.19329985	23.84283343	21.72696058	82.09143884	2.985917648
06/01/24 10:00	78.84922322	23.31286212	65.30823534	46.98861883	4.340425683
06/01/24 11:00	96.9353975	21.92372407	57.21857308	79.76336559	2.024921477
06/01/24 12:00	94.68848143	19.17100499	62.24478609	50.081366	2.465738651
06/01/24 13:00	98.96054478	18.14572373	32.77784969	48.18279714	5.481679093
06/01/24 14:00	82.00541921	18.24729361	28.18228854	48.2132899	1.065009618
06/01/24 15:00	78.46035014	17.07483636	20.87267994	80.72873601	1.427542654
06/01/24 16:00	46.08373354	15.64897139	41.03525353	73.25986103	2.039431276
06/01/24 17:00	24.27159693	15.28769825	55.39506121	66.15327124	1.132661019
06/01/24 18:00	4.067586087	16.2776649	43.53464271	57.94152421	1.907177175
06/01/24 19:00	0	14.57879948	46.24849532	83.86002704	3.915207805
06/01/24 20:00	1.137299673	16.21697036	74.24952167	59.62225537	3.107122753
06/01/24 21:00	6.535713771	16.26227344	40.89532802	80.82997197	5.463358555
06/01/24 22:00	0	17.2823188	50.83936935	61.95674543	5.087217809
06/01/24 23:00	0.923169293	19.80468163	67.01918076	58.84722147	2.709086758
07/01/24 0:00	1.299413971	20.82541635	43.79256694	63.13398928	2.297117167
07/01/24 1:00	3.909114359	22.10760486	57.32520201	55.06889371	2.898462041
07/01/24 2:00	0	23.80547881	71.74182252	77.38046901	3.951474713
07/01/24 3:00	0	23.55653775	76.97123742	65.1360195	2.340318204
07/01/24 4:00	2.609707828	25.01207999	28.82440886	51.61063476	4.120744539
07/01/24 5:00	1.484923366	24.51936237	75.59525751	84.97872866	3.047058261
07/01/24 6:00	1.252464252	25.32416635	49.52697758	59.19456107	3.760235904
07/01/24 7:00	27.61414556	24.69948608	35.4946633	67.17764306	3.180632646
07/01/24 8:00	46.59987639	24.42712298	47.54814537	85.32360555	2.472328798
07/01/24 9:00	71.8719466	24.13069093	78.80195452	71.2118998	5.742266535
07/01/24 10:00	88.06790274	21.68177932	49.55708564	45.84490204	4.818028971
07/01/24 11:00	93.02082554	23.3864825	39.72509662	86.99160618	1.700565879
07/01/24 12:00	109.3288726	18.99398262	58.00405126	71.38540265	5.342339879
07/01/24 13:00	98.96174723	17.49171616	34.40873713	56.74528073	3.437155991
07/01/24 14:00	80.64602289	18.65811087	24.55179969	46.96360363	5.472761134
07/01/24 15:00	73.99344616	17.25612879	27.73278331	79.70125946	4.99927628
07/01/24 16:00	45.12659165	16.2939928	27.68275034	71.0036378	3.126067522
07/01/24 17:00	29.81732753	15.79871638	29.11416161	66.6730546	1.112346542
07/01/24 18:00	5.792977895	14.98775323	28.32963036	84.69462915	2.343386797
07/01/24 19:00	0	14.2731165	58.45248469	79.42986056	3.708171073
07/01/24 20:00	4.816880646	15.74567754	30.91280506	47.58374399	4.167391099
07/01/24 21:00	2.063904635	15.78730438	40.740037	55.58610339	2.289438427
07/01/24 22:00	4.1103008	18.47511973	73.80730459	52.42445699	1.69678037
07/01/24 23:00	9.483964913	18.55884739	48.43769842	77.19731463	5.174651184
